isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true true EAST NORTH 178 0
true true NORTH SOUTH 178 0
true true SOUTH WEST 178 0
true true WEST SOUTH 177 10
true true SOUTH EAST 177 10
true true EAST WEST 177 10
true true WEST EAST 177 10
true true EAST EAST 177 10
true true EAST EAST 176 20
true true EAST SOUTH 175 30
true true SOUTH WEST 175 30
true true WEST NORTH 175 30
true true NORTH SOUTH 174 40
true true SOUTH EAST 174 40
true true EAST NORTH 174 40
true true NORTH SOUTH 174 40
true true SOUTH SOUTH 174 40
true true SOUTH NORTH 174 40
true true NORTH EAST 174 40
true true EAST WEST 173 50
true true WEST EAST 173 50
true true EAST NORTH 173 50
true true NORTH SOUTH 173 50
true true SOUTH NORTH 173 50
true true NORTH NORTH 173 50
true true NORTH SOUTH 173 50
true true SOUTH NORTH 173 50
true true NORTH EAST 173 50
true true EAST EAST 172 60
true true EAST NORTH 171 70
true true NORTH SOUTH 171 70
true true SOUTH NORTH 171 70
true true NORTH WEST 171 70
true true WEST EAST 171 70
true true EAST SOUTH 171 70
true true SOUTH EAST 171 70
true true EAST EAST 170 80
true true EAST SOUTH 170 80
true true SOUTH SOUTH 169 90
true true SOUTH SOUTH 168 100
true true SOUTH WEST 168 100
true true WEST WEST 168 100
true true WEST SOUTH 168 100
true true SOUTH WEST 168 100
true true WEST SOUTH 168 100
true true SOUTH SOUTH 168 100
true true SOUTH NORTH 168 100
true true NORTH SOUTH 168 100
true true SOUTH NORTH 168 100
true true NORTH SOUTH 168 100
true true SOUTH SOUTH 168 100
true true SOUTH EAST 168 100
true true EAST WEST 167 110
true true WEST WEST 167 110
true true WEST EAST 167 110
true true EAST NORTH 167 110
true true NORTH EAST 167 110
true true EAST EAST 166 120
true true EAST NORTH 165 130
true true NORTH SOUTH 165 130
true true SOUTH SOUTH 165 130
true true SOUTH EAST 165 130
true true EAST NORTH 164 140
true true NORTH NORTH 164 140
true true NORTH NORTH 164 140
true true NORTH SOUTH 164 140
true true SOUTH WEST 163 150
true true WEST NORTH 163 150
true true NORTH NORTH 163 150
true true NORTH NORTH 163 150
true true NORTH WEST 163 150
true true WEST EAST 163 150
true true EAST SOUTH 163 150
true true SOUTH EAST 163 150
true true EAST NORTH 163 150
true true NORTH SOUTH 163 150
true true SOUTH EAST 163 150
true true EAST NORTH 163 150
true true NORTH SOUTH 163 150
true true SOUTH EAST 163 150
true true EAST WEST 163 150
true true WEST NORTH 163 150
true true NORTH WEST 163 150
true true WEST EAST 163 150
true true EAST WEST 163 150
true true WEST EAST 163 150
true true EAST NORTH 163 150
true true NORTH EAST 163 150
true true EAST SOUTH 163 150
true true SOUTH SOUTH 163 150
true true SOUTH NORTH 162 160
true true NORTH NORTH 162 160
true true NORTH WEST 162 160
true true WEST NORTH 162 160
true true NORTH EAST 162 160
true true EAST WEST 162 160
true true WEST NORTH 162 160
true true NORTH EAST 162 160
true true EAST WEST 162 160
true true WEST EAST 162 160
true true EAST WEST 162 160
true true WEST SOUTH 162 160
true true SOUTH SOUTH 162 160
true true SOUTH SOUTH 162 160
true true SOUTH SOUTH 162 160
true true SOUTH WEST 162 160
true true WEST NORTH 162 160
true true NORTH NORTH 161 170
true true NORTH EAST 160 180
true true EAST SOUTH 159 190
true true SOUTH SOUTH 159 190
true true SOUTH NORTH 159 190
true true NORTH EAST 159 190
true true EAST NORTH 158 200
true true NORTH NORTH 157 210
true true NORTH NORTH 156 220
true true NORTH EAST 156 220
true true EAST WEST 156 220
true true WEST EAST 155 230
true true EAST EAST 155 230
true true EAST NORTH 155 230
true true NORTH WEST 155 230
true true WEST NORTH 155 230
true true NORTH WEST 155 230
true true WEST EAST 154 240
true true EAST SOUTH 154 240
true true SOUTH SOUTH 154 240
