isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true true SOUTH SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH SOUTH 153 -2147483399
true true SOUTH WEST 153 -2147483399
true true WEST SOUTH 153 -2147483399
true true SOUTH SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH NORTH 153 -2147483399
true true NORTH EAST 153 -2147483399
true true EAST SOUTH 153 -2147483399
true true SOUTH WEST 153 -2147483399
true true WEST SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH NORTH 153 -2147483399
true true NORTH SOUTH 153 -2147483399
true true SOUTH SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH EAST 153 -2147483399
true true EAST WEST 153 -2147483399
true true WEST EAST 153 -2147483399
true true EAST NORTH 153 -2147483399
true true NORTH NORTH 153 -2147483399
true true NORTH EAST 153 -2147483399
true true EAST SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH SOUTH 153 -2147483399
true true SOUTH WEST 153 -2147483399
true true WEST WEST 153 -2147483399
true true WEST EAST 153 -2147483399
true true EAST NORTH 153 -2147483399
true true NORTH EAST 153 -2147483399
true true EAST NORTH 153 -2147483399
true true NORTH WEST 153 -2147483399
true true WEST SOUTH 153 -2147483399
true true SOUTH EAST 153 -2147483399
true true EAST SOUTH 153 -2147483399
true true SOUTH SOUTH 153 -2147483399
true true SOUTH NORTH 153 -2147483399
true true NORTH SOUTH 153 -2147483399
true true SOUTH SOUTH 153 -2147483399
true true SOUTH SOUTH 153 -2147483399
true true SOUTH SOUTH 153 -2147483399
true true SOUTH EAST 153 -2147483399
true true EAST EAST 152 -2147483389
true true EAST EAST 151 -2147483379
true true EAST WEST 150 -2147483369
true true WEST NORTH 150 -2147483369
true true NORTH NORTH 150 -2147483369
true true NORTH SOUTH 150 -2147483369
true true SOUTH EAST 150 -2147483369
true true EAST EAST 150 -2147483369
true true EAST NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST WEST 150 -2147483369
true true WEST WEST 150 -2147483369
true true WEST EAST 150 -2147483369
true true EAST SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH EAST 150 -2147483369
true true EAST NORTH 150 -2147483369
true true NORTH NORTH 150 -2147483369
true true NORTH EAST 150 -2147483369
true true EAST SOUTH 150 -2147483369
true true SOUTH WEST 150 -2147483369
true true WEST EAST 150 -2147483369
true true EAST EAST 150 -2147483369
true true EAST EAST 150 -2147483369
true true EAST WEST 150 -2147483369
true true WEST EAST 150 -2147483369
true true EAST NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH EAST 150 -2147483369
true true EAST NORTH 150 -2147483369
true true NORTH SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH NORTH 150 -2147483369
true true NORTH EAST 150 -2147483369
true true EAST EAST 150 -2147483369
true true EAST EAST 150 -2147483369
true true EAST NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH WEST 150 -2147483369
true true WEST EAST 150 -2147483369
true true EAST EAST 150 -2147483369
true true EAST WEST 150 -2147483369
true true WEST WEST 150 -2147483369
true true WEST NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST EAST 150 -2147483369
true true EAST SOUTH 150 -2147483369
true true SOUTH EAST 150 -2147483369
true true EAST WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH SOUTH 150 -2147483369
true true SOUTH NORTH 150 -2147483369
true true NORTH NORTH 150 -2147483369
true true NORTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH WEST 150 -2147483369
true true WEST SOUTH 150 -2147483369
true true SOUTH WEST 149 -2147483359
true true WEST NORTH 149 -2147483359
true true NORTH WEST 149 -2147483359
true true WEST WEST 149 -2147483359
true true WEST EAST 149 -2147483359
true true EAST WEST 149 -2147483359
true true WEST SOUTH 149 -2147483359
true true SOUTH EAST 149 -2147483359
true true EAST NORTH 149 -2147483359
true true NORTH EAST 149 -2147483359
true true EAST NORTH 149 -2147483359
true true NORTH EAST 149 -2147483359
true true EAST WEST 149 -2147483359
true true WEST EAST 149 -2147483359
true true EAST WEST 149 -2147483359
true true WEST SOUTH 149 -2147483359
true true SOUTH NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH EAST 149 -2147483359
true true EAST EAST 149 -2147483359
true true EAST SOUTH 149 -2147483359
true true SOUTH WEST 149 -2147483359
true true WEST SOUTH 149 -2147483359
true true SOUTH NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH SOUTH 149 -2147483359
true true SOUTH WEST 149 -2147483359
true true WEST NORTH 149 -2147483359
true true NORTH WEST 149 -2147483359
true true WEST SOUTH 149 -2147483359
true true SOUTH EAST 149 -2147483359
true true EAST NORTH 149 -2147483359
true true NORTH SOUTH 149 -2147483359
true true SOUTH NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH WEST 149 -2147483359
true true WEST NORTH 149 -2147483359
true true NORTH SOUTH 149 -2147483359
true true SOUTH WEST 149 -2147483359
true true WEST NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH SOUTH 149 -2147483359
true true SOUTH EAST 149 -2147483359
true true EAST NORTH 149 -2147483359
true true NORTH NORTH 149 -2147483359
true true NORTH EAST 149 -2147483359
true true EAST SOUTH 149 -2147483359
true true SOUTH WEST 149 -2147483359
true true WEST EAST 149 -2147483359
true true EAST EAST 149 -2147483359
true true EAST SOUTH 148 -2147483349
true true SOUTH NORTH 148 -2147483349
true true NORTH EAST 148 -2147483349
true true EAST EAST 147 -2147483339
true true EAST NORTH 146 -2147483329
true true NORTH EAST 146 -2147483329
true true EAST NORTH 146 -2147483329
true true NORTH WEST 146 -2147483329
true true WEST SOUTH 146 -2147483329
true true SOUTH NORTH 146 -2147483329
true true NORTH EAST 146 -2147483329
true true EAST SOUTH 146 -2147483329
true true SOUTH EAST 146 -2147483329
true true EAST WEST 146 -2147483329
true true WEST EAST 146 -2147483329
true true EAST SOUTH 146 -2147483329
true true SOUTH SOUTH 146 -2147483329
true true SOUTH WEST 146 -2147483329
true true WEST SOUTH 146 -2147483329
true true SOUTH EAST 146 -2147483329
true true EAST SOUTH 146 -2147483329
true true SOUTH NORTH 146 -2147483329
true true NORTH EAST 146 -2147483329
true true EAST WEST 146 -2147483329
true true WEST EAST 146 -2147483329
true true EAST WEST 146 -2147483329
true true WEST SOUTH 146 -2147483329
true true SOUTH EAST 146 -2147483329
true true EAST SOUTH 146 -2147483329
true true SOUTH EAST 146 -2147483329
true true EAST NORTH 145 -2147483319
true true NORTH SOUTH 145 -2147483319
true true SOUTH SOUTH 145 -2147483319
true true SOUTH WEST 145 -2147483319
true true WEST EAST 145 -2147483319
true true EAST NORTH 145 -2147483319
true true NORTH EAST 145 -2147483319
true true EAST WEST 144 -2147483309
true true WEST SOUTH 144 -2147483309
true true SOUTH WEST 144 -2147483309
true true WEST SOUTH 144 -2147483309
true true SOUTH WEST 144 -2147483309
true true WEST NORTH 144 -2147483309
true true NORTH EAST 144 -2147483309
true true EAST EAST 144 -2147483309
true true EAST WEST 144 -2147483309
true true WEST SOUTH 144 -2147483309
true true SOUTH WEST 144 -2147483309
true true WEST WEST 144 -2147483309
true true WEST NORTH 144 -2147483309
true true NORTH SOUTH 144 -2147483309
true true SOUTH EAST 144 -2147483309
true true EAST SOUTH 144 -2147483309
true true SOUTH WEST 144 -2147483309
true true WEST EAST 144 -2147483309
true true EAST EAST 144 -2147483309
true true EAST SOUTH 144 -2147483309
true true SOUTH SOUTH 144 -2147483309
true true SOUTH NORTH 144 -2147483309
true true NORTH SOUTH 144 -2147483309
true true SOUTH EAST 144 -2147483309
true true EAST EAST 144 -2147483309
true true EAST EAST 144 -2147483309
true true EAST SOUTH 144 -2147483309
false true SOUTH SOUTH 143 -2147483299
