isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true true WEST EAST 171 70
true true EAST EAST 171 70
true true EAST WEST 171 70
true true WEST NORTH 171 70
true true NORTH NORTH 170 80
true true NORTH SOUTH 170 80
true true SOUTH WEST 170 80
true true WEST SOUTH 170 80
true true SOUTH WEST 170 80
true true WEST EAST 170 80
true true EAST SOUTH 170 80
true true SOUTH SOUTH 170 80
true true SOUTH NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH SOUTH 170 80
true true SOUTH SOUTH 170 80
true true SOUTH WEST 170 80
true true WEST EAST 170 80
true true EAST EAST 170 80
true true EAST NORTH 170 80
true true NORTH SOUTH 170 80
true true SOUTH NORTH 170 80
true true NORTH SOUTH 170 80
true true SOUTH SOUTH 170 80
true true SOUTH EAST 170 80
true true EAST NORTH 170 80
true true NORTH SOUTH 170 80
true true SOUTH WEST 170 80
true true WEST SOUTH 170 80
true true SOUTH NORTH 170 80
true true NORTH EAST 170 80
true true EAST NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH WEST 170 80
true true WEST NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH EAST 170 80
true true EAST EAST 170 80
true true EAST EAST 170 80
true true EAST WEST 170 80
true true WEST NORTH 170 80
true true NORTH NORTH 170 80
true true NORTH SOUTH 170 80
true true SOUTH WEST 169 90
true true WEST SOUTH 169 90
true true SOUTH NORTH 168 100
true true NORTH EAST 168 100
true true EAST EAST 168 100
true true EAST WEST 168 100
true true WEST NORTH 168 100
true true NORTH SOUTH 168 100
true true SOUTH NORTH 168 100
true true NORTH EAST 168 100
true true EAST SOUTH 168 100
true true SOUTH EAST 168 100
true true EAST SOUTH 167 110
true true SOUTH NORTH 166 120
true true NORTH SOUTH 166 120
true true SOUTH WEST 166 120
true true WEST EAST 166 120
true true EAST EAST 166 120
true true EAST NORTH 166 120
true true NORTH WEST 166 120
true true WEST NORTH 166 120
true true NORTH WEST 166 120
true true WEST EAST 166 120
true true EAST EAST 166 120
true true EAST WEST 166 120
true true WEST EAST 166 120
true true EAST SOUTH 166 120
true true SOUTH WEST 166 120
true true WEST NORTH 166 120
true true NORTH EAST 166 120
true true EAST EAST 166 120
true true EAST NORTH 166 120
true true NORTH NORTH 165 130
true true NORTH NORTH 164 140
true true NORTH EAST 163 150
true true EAST NORTH 163 150
true true NORTH EAST 162 160
true true EAST SOUTH 162 160
true true SOUTH WEST 162 160
true true WEST SOUTH 162 160
true true SOUTH EAST 162 160
true true EAST SOUTH 161 170
true true SOUTH SOUTH 161 170
true true SOUTH WEST 161 170
true true WEST NORTH 161 170
true true NORTH EAST 161 170
true true EAST EAST 161 170
true true EAST SOUTH 161 170
true true SOUTH WEST 161 170
true true WEST WEST 160 -2147483469
true true WEST EAST 159 188
true true EAST SOUTH 159 188
true true SOUTH SOUTH 159 188
true true SOUTH WEST 159 188
true true WEST EAST 159 188
true true EAST NORTH 159 188
true true NORTH WEST 159 188
true true WEST SOUTH 159 188
true true SOUTH SOUTH 159 188
true true SOUTH SOUTH 159 188
true true SOUTH WEST 159 188
true true WEST EAST 158 -2147483451
true true EAST NORTH 158 -2147483451
true true NORTH NORTH 158 -2147483451
true true NORTH NORTH 158 -2147483451
true true NORTH SOUTH 158 -2147483451
true true SOUTH NORTH 158 -2147483451
true true NORTH NORTH 158 -2147483451
true true NORTH EAST 158 -2147483451
true true EAST WEST 158 -2147483451
true true WEST WEST 158 -2147483451
true true WEST NORTH 158 -2147483451
true true NORTH WEST 158 -2147483451
true true WEST SOUTH 158 -2147483451
true true SOUTH WEST 158 -2147483451
true true WEST WEST 158 -2147483451
true true WEST NORTH 158 -2147483451
true true NORTH EAST 158 -2147483451
true true EAST WEST 158 -2147483451
true true WEST NORTH 158 -2147483451
true true NORTH NORTH 158 -2147483451
true true NORTH WEST 158 -2147483451
true true WEST SOUTH 158 -2147483451
true true SOUTH NORTH 158 -2147483451
true true NORTH WEST 158 -2147483451
true true WEST WEST 158 -2147483451
true true WEST WEST 158 -2147483451
false false WEST WEST 158 -2147483451
